site_code,site_name,latitude,longitude,country,null_value,start_date,end_date,duration_years,total_rows,sl_valid_count,sl_missing_count,sl_pct_missing,sl_min,sl_max,sl_p95,sl_p99,sl_extreme_values,sl_quality,sl_quality_score,precip_missing_count,precip_pct_missing,precip_max,precip_p95,precip_p99,ground_precip_coverage_pct,precip_quality,precip_quality_score,sl_threshold,precip_threshold,joint_exceedances,sl_exceedances,precip_exceedances,CPR,joint_quality,quality_tier,quality_description,quality_score
MRZ,Martinez,38.02764,-122.14049,USA,-99.9999,1994-07-01 08:00:00,2021-06-09 06:00:00,26.937713894592743,236159,227482,8677,3.6742194877180205,-1.521,4.8707,1.9233,2.1275,0,excellent,5,0,0.0,56.197098737357,2.5133512913157245,12.143356863817804,3.211819155738295,excellent,5,1.9233,2.5133512913157245,1586,11186,11808,2.8356754589917617,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8779770,Port_Isabel,26.061167,-97.215528,USA,-99.9999,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,355727,348150,7577,2.130004188605307,0.521,2.452,1.799,1.941,0,excellent,5,0,0.0,231.9266498088836,4.795151983319048,14.93862703432335,3.018044736553593,excellent,5,1.799,4.795151983319048,1985,17079,17787,2.3244071211043638,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8557380,Lewes,38.78278,-75.119164,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,354307,2164,0.6070620050438885,0.027,3.636,2.347,2.57,0,excellent,5,0,0.0,154.2373776434829,9.09305363893505,23.6255854367755,2.7511354359821696,excellent,5,2.347,9.09305363893505,1743,17585,17824,1.9823212905615146,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8722670,Lake_Worth_Pier,26.612778,-80.034167,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,344994,11477,3.2196167430169633,8.748,10.729,10.18,10.347,0,excellent,5,0,0.0,149.7099995613098,5.7950571178935,14.896588325428382,5.249795916077325,excellent,5,10.18,5.7950571178935,478,7884,17824,1.2125518315621393,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8533365,Stouts_Creek,39.845,-74.1517,USA,-99.9999,1981-01-01 00:00:00,2015-09-27 07:00:00,34.73511293634497,304496,302782,1714,0.5628973779622721,0.035,0.882,0.683,0.753039999999999,0,excellent,5,0,0.0,294.6,9.206794947360176,22.462853640220636,1.568493510587988,excellent,5,0.683,9.206794947360176,14,235,15225,1.1914737099535337,few_joint_events,B,Good - minor issues that can be corrected,90
8729108,Panama_City,30.15228,-85.7,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,349825,6646,1.8643872853612216,0.335,3.082,1.591,1.722,0,excellent,5,0,0.0,218.9810574054718,9.1199196874356,26.97196427455979,1.3844043414471303,excellent,5,1.591,9.1199196874356,2130,17103,17824,2.4907282046332226,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8467150,Bridgeport,41.173302,-73.181702,USA,-99.9999,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,355727,349283,6444,1.8115015166124584,-0.387,4.577,2.877,3.122,0,excellent,5,0,0.0,113.9187348144332,7.904473841091383,22.90219670908028,6.555588976940181,excellent,5,2.877,7.904473841091383,1445,17366,17787,1.6641105546243367,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
279A,Montauk_NY,41.048,-71.96,USA,-99.9999,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,312330,20765,6.233957279454811,0.442,3.333,2.036,2.211,0,minor_missing,4,0,0.0,133.5160804208612,10.279947130669571,24.681949871155627,2.21048049355289,excellent,5,2.036,10.279947130669571,1978,15580,16655,2.5391146459774734,sufficient_joint_events,B,Good - minor issues that can be corrected,90
8635750,Lewisetta,37.995278,-76.464722,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,347287,9184,2.576366660962603,0.658,3.175,2.114,2.274,0,excellent,5,0,0.0,140.1048227685351,9.35958176847855,23.600396513938687,0.5181347150259067,excellent,5,2.114,9.35958176847855,2521,17261,17824,2.9209621142118727,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
558A,Neah_Bay_WA,48.368,-124.617,USA,-99.9999,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,329931,3164,0.9498791636019754,-0.578,4.197,3.039,3.383,0,excellent,5,0,0.0,99.9135673046112,8.978158235447562,22.178776144917247,19.800657470091114,excellent,5,3.039,8.978158235447562,2234,16427,16655,2.7198715121769874,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
1409146,East_Thorofare_At_Ship_Bottom_Nj,39.654167,-74.185833,USA,-99.9999,2000-05-05 15:00:00,2021-04-06 13:00:00,20.917180013689254,183383,135558,47825,26.079298517310765,-0.7559,1.1339,0.445,0.6066,0,excessive_missing,2,0,0.0,79.5669312346945,7.2790563105513,19.739326775055556,7.3518265051831415,excellent,5,0.445,7.2790563105513,910,6696,9167,2.7186781021582926,sufficient_joint_events,C,Problematic - major issues but potentially usable with caveats,70
745A,New_York_NY,40.7,-74.015,USA,-99.9999,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,281080,52015,15.615665200618443,-0.024,5.265,2.639,2.862,0,significant_missing,3,0,0.0,95.069153334407,6.767418980598429,19.619082272048082,7.290112430387727,excellent,5,2.639,6.767418980598429,1283,14007,16655,1.831913673904567,sufficient_joint_events,B,Good - minor issues that can be corrected,80
11455420,Sacramento_R_A_Rio_Vista_Ca,38.149044,-121.688944,USA,-99.9999,1995-04-20 23:00:00,2021-04-06 16:00:00,25.960301163586585,227586,222768,4818,2.1170019245472043,0.3688,5.5321,4.127,4.4044,0,excellent,5,0,0.0,61.6918534039996,2.2549629211425,11.0075622797012,3.19966957545719,excellent,5,4.127,2.2549629211425,1467,11001,11379,2.6671005845093343,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
9052058,Rochester_Ny,43.26903,-77.62575,USA,-99.9999,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,355227,529,0.14869742182844423,74.168,75.98,75.302,75.694,355193,unrealistic_values,1,0,0.0,90.595543384552,6.545389816139325,16.381380707025514,8.764996233373436,excellent,5,75.302,6.545389816139325,944,17629,17788,1.0709505770071936,sufficient_joint_events,D,Unusable - severe data quality issues,60
RGP,San_Joaquin_R_at_Rindge_Pump,37.99728,-121.41945,USA,-99.9999,1982-10-01 08:00:00,2021-04-21 13:00:00,38.554414784394254,337974,327007,10967,3.2449241657642305,-0.445,3.1547,2.0056,2.2189,0,excellent,5,0,0.0,59.3854427334008,2.356926351785575,11.144381895550719,3.178942758910449,excellent,5,2.0056,2.356926351785575,1883,16158,16899,2.3306926253082163,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8419870,Seavey_Island,43.079722,-70.741111,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,335093,21378,5.997121785502888,-0.249,4.108,3.379,3.642,0,minor_missing,4,0,0.0,116.0834548154525,9.4213992356717,24.387476720551103,3.054105383046587,excellent,5,3.379,9.4213992356717,277,3423,17824,1.6184224751404455,sufficient_joint_events,B,Good - minor issues that can be corrected,90
FPT,Sacramento_River_at_Freeport,38.45,-121.5,USA,-99.9999,1984-01-01 09:00:00,2021-01-01 07:00:00,36.99931553730322,324359,299231,25128,7.746971719606979,27.81,38.1335,35.0886,36.1493,0,minor_missing,4,0,0.0,71.4733332395098,3.109495562614457,13.633256077753082,3.088553115529398,excellent,5,35.0886,3.109495562614457,2495,14954,16218,3.3368895384906527,sufficient_joint_events,B,Good - minor issues that can be corrected,90
8761927,New_Canal_Station,30.027222,-90.113333,USA,-99.9999,1982-11-22 02:00:00,2021-08-31 22:00:00,38.77344284736482,339909,329325,10584,3.113774569075841,0.536,3.276,1.804,2.018,0,excellent,5,0,0.0,209.5182836055755,7.7518016099134,23.65275239941629,5.201980530083052,excellent,5,1.804,7.7518016099134,1698,11054,16992,3.0728148296651563,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
9432780,Charleston,43.345,-124.322,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,350209,6262,1.7566646375160953,0.226,4.533,3.472,3.773,0,excellent,5,0,0.0,253.2,9.5992729067777,21.36619538068769,5.3690202008017485,excellent,5,3.472,9.5992729067777,2521,17451,17824,2.88915976467888,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8443970,Boston,42.354801,-71.0534,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,351894,4577,1.2839754145498512,0.12,5.653,4.233,4.55,0,excellent,5,0,0.0,255.8,6.0086309909479,18.02523881196969,7.951277944068382,excellent,5,4.233,6.0086309909479,1206,17560,17824,1.3735416313087112,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
9410660,Los_Angeles,33.719944,-118.272861,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,355903,568,0.15933974993758257,0.415,3.557,2.871,3.125,0,excellent,5,0,0.0,78.702688217163,0.8,7.4978470802307,2.0080174824880563,excellent,5,2.871,0.8,1111,17702,17478,1.2800419182491425,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
MSM,SF_Mokelumne_River_at_New_Hope_Bridge,38.22527778,-121.49083333,USA,-99.9999,1982-10-01 08:00:00,2021-05-10 18:00:00,38.60643394934976,338435,332969,5466,1.6150811825018099,-0.256,3.6056,2.0086,2.3409,0,excellent,5,0,0.0,64.5559608935855,2.66695952453333,12.440661787884315,3.250254849527974,excellent,5,2.0086,2.66695952453333,2559,16568,16922,3.0890417602427385,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
9414523,Redwood_City,37.506699,-122.209999,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,344227,12244,3.4347815109784525,1.244,5.322,4.526,4.78,0,excellent,5,0,0.0,58.3392002636173,2.6340154707895,11.569883486089287,4.106364893637911,excellent,5,4.526,2.6340154707895,1037,10786,17824,1.9228144242686427,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
BAC,Bacon_Island_at_Old_River,37.96935,-121.57217,USA,-99.9999,1987-05-05 09:00:00,2021-06-02 17:00:00,34.078028747433265,298737,281708,17029,5.700331729916281,-0.003,3.807,1.8867,2.097,0,minor_missing,4,0,0.0,54.0131211280368,2.142270419380994,10.04169547552008,3.112436691805836,excellent,5,1.8867,2.142270419380994,1719,14033,14937,2.4499148257642553,sufficient_joint_events,B,Good - minor issues that can be corrected,90
8555889,Brandywine_Shoal_Light,38.987,-75.113,USA,-99.9999,1984-03-18 21:00:00,2021-08-31 22:00:00,37.45379876796714,328322,294513,33809,10.297512807548687,-1.469,8.426,7.554,7.788,0,significant_missing,3,315325,96.04138620013279,83300.0,6100.0,13700.0,3.9586137998672037,excessive_missing,2,7.554,6100.0,51,7163,614,3.80721005201813,sufficient_joint_events,C,Problematic - major issues but potentially usable with caveats,65
9063085,Toledo_Oh,41.69356,-83.47228,USA,-99.9999,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,354877,879,0.2470794589550141,171.562,175.897,174.952,175.161,354877,unrealistic_values,1,0,0.0,58.634266257286,6.30684271453585,16.505684554556357,6.819842813613826,excellent,5,174.952,6.30684271453585,1211,17689,17788,1.3691971101579,sufficient_joint_events,D,Unusable - severe data quality issues,60
8720625,Racy_Point,29.8017,-81.5483,USA,-99.9999,1997-04-01 00:00:00,2019-08-05 12:00:00,22.34360027378508,195877,178708,17169,8.765194484293716,-0.567,1.4,0.427,0.639,0,minor_missing,4,0,0.0,253.6,5.6078314780165,16.403304934501524,2.5087172051848863,excellent,5,0.427,5.6078314780165,265,2981,9792,1.7782627734365577,sufficient_joint_events,B,Good - minor issues that can be corrected,90
8419317,Wells,43.32,-70.563306,USA,-99.9999,1999-07-01 00:00:00,2020-12-31 22:00:00,21.503080082135522,188519,179261,9258,4.9109108365735015,3.566,8.575,7.495,7.783,0,excellent,5,0,0.0,87.3520719590033,6.1,18.423918068397537,8.24107914852084,excellent,5,7.495,6.1,446,6540,9406,1.3668072172034118,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
9415252,Petaluma_River_Entrance,38.115306,-122.5057,USA,-99.9999,1985-06-21 19:00:00,2014-06-30 22:00:00,29.023956194387406,254428,252291,2137,0.8399232788843995,0.737,3.151,2.8362499999999997,3.00725,0,excellent,5,0,0.0,76.1566191911242,3.727451264759827,15.800645381211812,2.020610939047589,excellent,5,2.8362499999999997,3.727451264759827,35,384,12722,1.8228306935492324,few_joint_events,B,Good - minor issues that can be corrected,90
9099090,Grand_Marais_Lake_Superior_Mn,47.7486,-90.34128,USA,-99.9999,1981-01-01 00:00:00,2021-08-02 04:00:00,40.58316221765914,355757,355324,433,0.12171229237934883,182.681,184.074,183.787,183.884,355324,unrealistic_values,1,0,0.0,64.1419172285964,5.849279761289887,16.651532410760417,2.5300977914700202,excellent,5,183.787,5.849279761289887,1395,17626,17788,1.582875566154023,sufficient_joint_events,D,Unusable - severe data quality issues,60
8725520,Fort_Myers,26.648,-81.871,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,342210,14261,4.000605939894129,0.517,2.755,1.865,1.999,0,excellent,5,0,0.0,140.4580473899841,5.1,15.2,3.141630034420752,excellent,5,1.865,5.1,2780,16828,17747,3.3182686785470485,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
S79_T,CalahootchieRiver_S79_T,26.72305556,-81.69472222,USA,-99.9999,1998-05-17 09:00:00,2020-12-31 22:00:00,22.625598904859686,198350,98760,99590,50.20922611545248,-0.3749,1.6943,0.7071,0.8451,0,excessive_missing,2,0,0.0,153.2725691795349,4.877084493637005,14.512318535751628,3.9526090244517267,excellent,5,0.7071,4.877084493637005,539,4875,9918,2.21117057305805,sufficient_joint_events,C,Problematic - major issues but potentially usable with caveats,70
ORB,Old_River_at_Byron,37.89,-121.57,USA,-99.9999,2000-08-28 21:00:00,2021-01-01 06:00:00,20.34223134839151,178330,176644,1686,0.9454382324903269,-0.5364,3.8039,2.3073,2.7188,0,excellent,5,0,0.0,51.2714564799239,2.106292491453043,9.506706625150413,3.079683732406213,excellent,5,2.3073,2.106292491453043,741,8809,8917,1.6822759681039758,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8661070,Springmaid_Pier,33.655,-78.918306,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,337030,19441,5.45373957488828,7.754,11.912,10.673,10.915,0,minor_missing,4,0,0.0,254.0,9.21370685095185,23.93182753066281,2.53007958571665,excellent,5,10.673,9.21370685095185,1135,16199,17824,1.4012856902475197,sufficient_joint_events,B,Good - minor issues that can be corrected,90
8741196,Pascagoula_Point,30.34,-88.5333,USA,-99.9999,1981-01-01 00:00:00,2005-07-03 09:00:00,24.501026694045173,214786,207344,7442,3.4648440773607216,0.168,1.776,1.393,1.551,0,excellent,5,0,0.0,192.9235994815812,8.42118337749295,25.566055988025404,5.783896529568966,excellent,5,1.393,8.42118337749295,77,688,10740,2.238226202849595,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
9075080,Mackinaw_City_Mi,45.8,-84.721107,USA,-99.9999,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,355290,466,0.13098865514566163,175.327,177.793,177.226,177.398,355073,unrealistic_values,1,0,0.0,64.756946608611,6.567158550012625,16.4934439956681,3.7784324087295786,excellent,5,177.226,6.567158550012625,1144,17533,17788,1.3049531026019474,sufficient_joint_events,D,Unusable - severe data quality issues,60
8659084,Southport,33.915,-78.0183,USA,-99.9999,1981-01-01 00:00:00,2008-01-30 22:00:00,27.077344284736483,237383,225342,12041,5.0723935580896695,2.715,5.694,4.692,4.892,0,minor_missing,4,0,0.0,163.9490514993618,10.639441758394174,27.398869931689624,3.56680975470021,excellent,5,4.692,10.639441758394174,338,3446,11870,1.9615542433237612,sufficient_joint_events,B,Good - minor issues that can be corrected,90
760A,Apalachicola_FL,29.727,-84.982,USA,-99.9999,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,328472,4623,1.387892343025263,0.671,4.104,1.94,2.087,0,excellent,5,0,0.0,172.6671880705907,8.5098624228407,24.4988977901812,3.549738062714841,excellent,5,1.94,8.5098624228407,2920,16366,16643,3.5708927378331463,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8723214,Virginia_Key,25.731667,-80.161667,USA,-99.9999,1994-01-28 16:00:00,2021-08-31 22:00:00,27.589322381930184,241855,238233,3622,1.4975915321163507,2.704,4.875,3.895,4.045,0,excellent,5,0,0.0,118.5485214515438,5.934500538643238,15.751787475811465,5.358582621818859,excellent,5,3.895,5.934500538643238,894,11907,12093,1.5016066485826642,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8761305,Shell_Beach,29.8683,-89.673,USA,-99.9999,1982-11-29 23:00:00,2021-08-31 22:00:00,38.75154004106776,339720,333011,6709,1.9748616507712233,0.457,12.854,10.294,10.53,0,excellent,5,0,0.0,206.8300232792239,9.181890587439039,26.878712385831655,5.198104321205699,excellent,5,10.294,9.181890587439039,877,6078,16986,2.885817703191839,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8518750,The_Battery,40.700556,-74.014167,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,345002,11469,3.217372521186857,-0.024,5.265,2.641,2.863,0,excellent,5,0,0.0,95.069153334407,6.8034653103214495,19.641048597986757,7.325140053468585,excellent,5,2.641,6.8034653103214495,1544,17204,17824,1.7948860949209342,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
ANH,San_Joaquin_River_at_Antioch,38.01783,-121.80296,USA,-99.9999,1982-10-01 08:00:00,2021-03-10 15:00:00,38.4394250513347,336968,331083,5885,1.746456636831984,-0.5883,2.8529,1.8867,2.0726,0,excellent,5,0,0.0,53.7515610456011,2.795232120718,12.333862453659393,1.9800099712732366,excellent,5,1.8867,2.795232120718,2388,16245,16846,2.9404003832885572,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
9052025,Port_Ontario_Lake_Ontario_Ny,43.573611,-76.201944,USA,-99.9999,1981-01-01 00:00:00,2018-11-05 14:00:00,37.842573579739906,331743,329157,2586,0.7795190855571934,74.504,75.617,75.28705000000001,75.30781,4820,unrealistic_values,1,0,0.0,85.8484506607055,8.058394491672448,18.745580613510796,8.865296328784632,excellent,5,75.28705000000001,8.058394491672448,16,241,16588,1.3277327908891796,few_joint_events,D,Unusable - severe data quality issues,50
8571559,Mccready_Aos_Creek,38.3,-76.005,USA,-99.9999,1981-10-19 17:00:00,2010-12-09 13:00:00,29.136208076659823,255429,242505,12924,5.059723054155949,1.61,3.423,2.949,3.088,0,minor_missing,4,0,0.0,129.8672155244276,8.906714618205935,22.827113229141055,0.9873585223291013,excellent,5,2.949,8.906714618205935,337,2969,12772,2.2700268628210267,sufficient_joint_events,B,Good - minor issues that can be corrected,90
S25B,Miami_S25B_T,25.79388889,-80.26194444,USA,-99.9999,1981-01-01 00:00:00,2020-12-31 22:00:00,39.997262149212865,350639,329238,21401,6.103428312309812,-0.6274,1.8676,0.7287,0.8819,0,minor_missing,4,0,0.0,130.9316397233715,5.539328160375536,15.259910106655829,5.207350009553986,excellent,5,0.7287,5.539328160375536,1517,16456,17532,1.8436991658062358,sufficient_joint_events,B,Good - minor issues that can be corrected,90
9099004,Point_Iroquois_Mi,46.4845,-84.630889,USA,-99.9999,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,355352,404,0.1135609799975264,182.524,184.336,183.776,183.882,355352,unrealistic_values,1,0,0.0,65.3425037860415,5.7973742484591,15.839242011537632,9.47531454142727,excellent,5,183.776,5.7973742484591,1686,17710,17786,1.9042017262385997,sufficient_joint_events,D,Unusable - severe data quality issues,60
9075035,Essexville_Mi,43.6404,-83.8468,USA,-99.9999,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,355238,518,0.14560541494732346,174.644,178.01,177.264,177.465,355238,unrealistic_values,1,0,0.0,76.1744499206429,6.921761482942601,17.592681214305948,3.36579003586728,excellent,5,177.264,6.921761482942601,1221,17736,17788,1.3768451416822336,sufficient_joint_events,D,Unusable - severe data quality issues,60
8727520,Cedar_Key,29.135,-83.0317,USA,-99.9999,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,355727,340976,14751,4.146719253809803,-1.165,3.508,1.808,1.992,0,excellent,5,0,0.0,200.2185255288395,7.85239196355752,22.57496386763472,4.208002203937289,excellent,5,1.808,7.85239196355752,1850,16934,17787,2.184873502356657,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
577A,Santa_Barbara_CA,34.408,-119.685,USA,-99.9999,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,180015,153080,45.95685915429532,0.198,3.252,2.647,2.893,0,excessive_missing,2,0,0.0,123.5601425170784,0.9253838658025151,12.6630306243846,1.327849412329816,excellent,5,2.647,0.9253838658025151,580,8991,16655,1.2901597017144566,sufficient_joint_events,C,Problematic - major issues but potentially usable with caveats,70
8725110,Naples,26.131667,-81.8075,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,344320,12151,3.4086924322034613,-0.178,2.746,1.614,1.753,0,excellent,5,0,0.0,168.88568103303209,5.30785471195825,15.251402421813465,3.141630034420752,excellent,5,1.614,5.30785471195825,1339,17171,17824,1.5595669378101589,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
9014096,Dunn_Paper_Mi,43.0033,-82.4217,USA,-99.9999,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,350229,5527,1.5535929119958622,175.115,177.819,177.03,177.21,350229,unrealistic_values,1,0,0.0,82.8628761597087,7.771621458232325,18.013707548379845,0.2257165023218161,excellent,5,177.03,7.771621458232325,1046,17405,17788,1.2019399474431762,sufficient_joint_events,D,Unusable - severe data quality issues,60
554A,La_Jolla_CA,32.867,-117.257,USA,-99.9999,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,320595,12500,3.752683168465453,0.559,3.703,2.99,3.246,0,excellent,5,0,0.0,70.2999714858947,1.432532072067188,9.510488331221698,1.9117669133430402,excellent,5,2.99,1.432532072067188,949,15956,16655,1.189503327937478,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
9044049,Windmill_Point_Mi,42.357498,-82.93,USA,-99.9999,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,353755,2001,0.5624641608293325,174.108,176.062,175.745,175.917,353755,unrealistic_values,1,0,0.0,64.5,6.11973926424,16.31040453910598,6.78330091410967,excellent,5,175.745,6.11973926424,1112,17556,17788,1.2667891287185191,sufficient_joint_events,D,Unusable - severe data quality issues,60
8726667,Mckay_Bay_Entrance,27.913333,-82.425,USA,-99.9999,1990-12-11 14:00:00,2020-01-31 22:00:00,29.138945927446954,255441,235625,19816,7.7575643690715275,-1.354,2.203,1.021,1.174,0,minor_missing,4,0,0.0,127.3880302904899,5.4491519927637,15.667441487209999,4.119150801946438,excellent,5,1.021,5.4491519927637,987,8728,12772,2.261695380204119,sufficient_joint_events,B,Good - minor issues that can be corrected,90
564A,Willapa_Bay_WA,46.708,-123.965,USA,-99.9999,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,322251,10844,3.2555277023071496,0.219,5.718,4.106,4.479,0,excellent,5,0,0.0,93.9585933929265,10.489015281098007,23.31782191991802,6.8797189990843455,excellent,5,4.106,10.489015281098007,3053,16084,16655,3.7962623388722267,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
264A,Atlantic_City_NJ,39.355,-74.418,USA,-99.9999,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,325615,7480,2.245605608009727,0.586,4.218,2.99,3.222,0,excellent,5,0,0.0,107.1986567733347,7.0874163500888265,19.853553473949383,6.854801182845735,excellent,5,2.99,7.0874163500888265,1462,16124,16655,1.8134185743466222,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
ORI,Old_River_at_Clifton_Court_Intake,37.828,-121.5526,USA,-99.9999,1982-10-01 08:00:00,2021-06-02 14:00:00,38.6694045174538,338983,326251,12732,3.7559405633910847,0.256,2.9992,1.8745,2.2525,0,excellent,5,0,0.0,49.4515031575133,2.15918421745289,9.588762700469658,3.1697754754663214,excellent,5,1.8745,2.15918421745289,1787,16131,16950,2.215498588346263,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
9063090,Fermi_Power_Plant_Mi,41.96,-83.257,USA,-99.9999,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,349406,6350,1.7849312450106252,171.964,175.708,174.929,175.11434000000003,348667,unrealistic_values,1,0,0.0,64.5,6.866389885544725,17.85704746837502,6.78330091410967,excellent,5,174.929,6.866389885544725,1064,17401,17788,1.2229044731668235,sufficient_joint_events,D,Unusable - severe data quality issues,60
8632200,Kiptopeke,37.16519,-75.988444,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,351842,4629,1.2985628564455454,0.498,3.188,2.109,2.298,0,excellent,5,0,0.0,157.8091663179748,7.1,20.773302018642376,6.416230212275332,excellent,5,2.109,7.1,1784,17509,17792,2.0414227102526104,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
RVB,Sacramento_River_at_Rio_Vista_Bridge,38.15974,-121.68636,USA,-99.9999,1984-01-01 09:00:00,2021-01-01 07:00:00,36.99931553730322,324359,305101,19258,5.937248542509996,-0.4359,3.2553,1.969,2.1976,0,minor_missing,4,0,0.0,70.3020125627063,2.332485352343377,11.634594678825936,3.088553115529398,excellent,5,1.969,2.332485352343377,2265,15076,16218,3.004766538893775,sufficient_joint_events,B,Good - minor issues that can be corrected,90
9087031,Holland_Mi,42.773333,-86.212778,USA,-99.9999,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,333355,22401,6.29673146763512,175.409,177.751,177.267,177.444,333153,unrealistic_values,1,0,0.0,98.892621500056,7.622434424362649,20.329358428665504,7.565578655033225,excellent,5,177.267,7.622434424362649,1291,16512,17788,1.5636936586680685,sufficient_joint_events,D,Unusable - severe data quality issues,60
8729840,Pensacola,30.404389,-87.211194,USA,-99.9999,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,355727,347521,8206,2.306825177734611,1.935,4.651,3.121,3.26,0,excellent,5,0,0.0,245.9954619407653,9.528364390104116,29.677528106455807,2.0642234072758043,excellent,5,3.121,9.528364390104116,2433,17000,17787,2.862248340658577,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
GORDO,Gordon_FloridaWestCoast,26.17305556,-81.78444444,USA,-99.9999,1981-01-01 00:00:00,2020-12-31 22:00:00,39.997262149212865,350639,324654,25985,7.410755791569107,-0.5212,1.9751,0.7254,0.8958879999999888,0,minor_missing,4,0,0.0,176.8897205590178,5.286851981537644,15.423080920407955,3.0903578894532555,excellent,5,0.7254,5.286851981537644,1883,15979,17532,2.3568366353586057,sufficient_joint_events,B,Good - minor issues that can be corrected,90
VNI,San_Joaquin_River_at_Venice_Island,38.05018,-121.4967,USA,-99.9999,1982-10-01 08:00:00,2021-05-10 17:00:00,38.60643394934976,338434,333718,4716,1.3934770147207431,0.4237,3.0968,2.0147,2.2342,0,excellent,5,0,0.0,63.9111340042291,2.3868569731694538,11.232629418373099,3.1749174137350265,excellent,5,2.0147,2.3868569731694538,2197,16474,16922,2.6671859301969487,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
